name,provider_id,type,region,state,address,phone,particip_date,certified_beds,hospital_based,ownership_type,termination_code,termination_date
TWELVE OAKS DIVISION,05G140,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1930 GOULD STREET
LOMA LINDA, CA 92354",909 796-9458,1984-12-13,6,No,For Profit,,
BROCKTON HOUSE,05G141,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4727 BROCKTON AVENUE
RIVERSIDE, CA 92506",951 682-0856,1984-12-21,6,No,For Profit,,
VISTA HOUSE,05G142,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1768 MONTE MAR ROAD
VISTA, CA 92084",760 721-1706,1985-04-29,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES - MITHRA,05G148,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24842 MITHRA
MISSION VIEJO, CA 92691",949 859-9066,1985-05-30,6,No,Non-Profit,,
"ENRICHING, INC",05G149,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9514 SMOKE TREE AVENUE
FOUNTAIN VALLEY, CA 92708",714 962-4628,1985-07-15,6,No,Non-Profit,,
VILLA WOODS HOUSE,05G153,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4614 VILLA WOODS DRIVE
RIVERSIDE, CA 92509",951 681-8727,1985-09-18,6,No,For Profit,,
BUTLER VALLEY #2,05G154,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3971 F STREET
EUREKA, CA 95501",707 442-7313,1985-10-17,6,No,Non-Profit,,
"NEW HAVEN ICF-DD-H, INCORPORATED",05G156,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"100 SAWYER STREET
VALLEJO, CA 94589",707 563-5875,1985-08-23,6,No,For Profit,,
COLLEGE HOUSE,05G158,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5475 COLLEGE AVENUE
RIVERSIDE, CA 92505",951 785-9046,1985-09-18,6,No,For Profit,,
CARING CONCERN RESIDENTIAL HOMES INC - SAN MATEO,05G160,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"347 N SAN MATEO
VENTURA, CA 93004",805 647-1854,1985-09-05,6,No,For Profit,,
JANE HOUSE,05G161,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6120 BUCHANAN AVENUE
SAN BERNARDINO, CA 92404",909 862-1458,1985-10-15,6,No,For Profit,,
OLYMPIA HOUSE,05G162,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6760 OLYMPIA DRIVE
RIVERSIDE, CA 92503",951 689-8153,1985-09-23,6,No,For Profit,"Vol-Merg, Close",2019-04-30
DERBY HOUSE,05G163,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9653 DERBY DRIVE
RIVERSIDE, CA 92509",951 685-1414,1985-09-18,6,No,For Profit,,
BETHESDA LUTHERAN COMMUNITIES-BELMONT,05G164,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1030 NORTH BELMONT
PORTERVILLE, CA 93257",559 782-8166,1985-09-11,6,No,Non-Profit,,
ELM HOUSE,05G165,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10771 LILAC AVENUE
LOMA LINDA, CA 92354",909 425-1950,1985-10-17,6,No,For Profit,,
SUMMERSIDE #2,05G166,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"180 GUAVA COURT
VALLEJO, CA 94589",707 552-7241,1985-09-18,6,No,Non-Profit,Vol-Other,2010-07-30
SYCAMORE HOUSE,05G167,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6781 CHERIMOYA AVENUE
FONTANA, CA 92336",909 874-7711,1985-10-22,6,No,For Profit,,
BETHESDA LUTHERAN COMMUNITIES - HARTOG,05G169,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25161 HARTOG STREET
LAGUNA HILLS, CA 92653",949 472-9771,1985-05-30,6,No,Non-Profit,,
GRACE HOUSE,05G170,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2507 HIBISCUS AVENUE
VISTA, CA 92083",760 598-4990,1985-04-29,6,No,Non-Profit,,
"HARBOR HEALTH CARE, INC - BRIAR DIVISION",05G172,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10631 BRIAR STREET
NORWALK, CA 90650",562 929-2776,1985-08-13,6,No,For Profit,,
LOCUST HOME,05G176,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"P O BOX 293
MANTECA, CA 95337",209 823-6061,1985-07-26,15,No,For Profit,,
CASA DEL MAR #1,05G178,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2018 DEL MAR AVENUE
PENRYN, CA 95663",916 663-1103,1985-08-14,6,No,For Profit,,
CASA DEL MAR #2,05G179,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2525 DEL MAR AVE
PENRYN, CA 95663",916 652-0540,1985-08-14,6,No,For Profit,,
OMEGA HOUSE,05G182,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7830 OMEGA WAY
STOCKTON, CA 95212",209 954-0428,1985-11-15,6,No,Government,,
MTN SHADOWS COMM HOMES - PINE,05G183,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1985-10-04,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - OLIVE,05G184,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1985-09-11,15,No,For Profit,,
HOME OF GUIDING HANDS LOS RANC,05G187,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"10111 LOS RANCHITOS ROAD
LAKESIDE, CA 92040",619 938-2850,1985-05-31,6,No,Government,,
ROSEBUD DIVISION,05G189,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1956 HARDT STREET
LOMA LINDA, CA 92354",909 796-9459,1985-04-02,6,No,For Profit,,
ROBILYN GUEST HOME IV,05G190,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"555 W SAN JOSE AVENUE
CLAREMONT, CA 91711",909 621-0810,1985-12-05,6,No,For Profit,"Vol-Merg, Close",2016-04-22
BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA,05G193,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1958 WEST SAN LUCIA AVENUE
PORTERVILLE, CA 93257",559 784-5890,1985-12-19,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES - OSPREY,05G194,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24411 OSPREY
LAKE FOREST, CA 92630",949 837-5385,1986-01-21,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES - MOSQUERO,05G195,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24575 MOSQUERO LANE
MISSION VIEJO, CA 92691",949 586-8503,1986-01-02,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES - DAPHNE,05G196,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24826 DAPHNE WEST
MISSION VIEJO, CA 92691",949 458-1892,1986-01-22,6,No,Non-Profit,"Vol-Merg, Close",2017-08-31
BETHESDA LUTHERAN COMMUNITIES - PARTHENON,05G198,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25315 PARTHENON
MISSION VIEJO, CA 92692",949 951-7318,1985-11-14,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES - CHARLEMAGNE,05G199,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"25552 CHARLEMAGNE
LAGUNA HILLS, CA 92653",949 951-7145,1985-11-14,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - BIRCH,05G200,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1985-12-23,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - CEDAR,05G201,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",760 743-3714,1986-02-20,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - ASH,05G202,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKY
ESCONDIDO, CA 92026",760 743-3714,1986-02-27,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - CREPE MYRTLE,05G203,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PARKWAY
ESCONDIDO, CA 92026",760 743-3714,1985-12-23,6,No,Non-Profit,,
"HARBOR HEALTH C, INC - BAYLOR",05G204,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11527 BAYLOR DRIVE
NORWALK, CA 90650",562 865-0669,1986-02-03,6,No,For Profit,Invol-Fail Req,2017-11-01
MTN SHADOWS COMM HOMES - PALM,05G206,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1986-02-20,6,No,Non-Profit,,
TERHUNE DIVISION,05G208,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9003 TERHUNE ST
SUN VALLEY, CA 91352",818 504-9134,1986-04-09,6,No,Non-Profit,,
HILLSIDE HOUSE INC,05G209,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1235 VERONICA SPRINGS RD
SANTA BARBARA, CA 93105",805 687-0788,1986-05-01,59,No,Non-Profit,,
"LOYD'S LIBERTY HOMES, INC-COLONIAL",05G210,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6520 NORTH COLONIAL AVE
FRESNO, CA 93704",559 438-9098,1986-05-30,6,No,For Profit,,
"LOYD'S LIBERTY HOMES, INC - MESA",05G211,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1034 WEST MESA STREET
FRESNO, CA 93711",559 438-1197,1986-04-25,6,No,For Profit,"Vol-Merg, Close",2010-03-09
BETHESDA LUTHERAN COMMUNITIES - REGINA,05G214,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"24431 REGINA STREET
MISSION VIEJO, CA 92691",949 951-7228,1985-11-14,6,No,Non-Profit,,
NVDS - OLD LANTERN,05G216,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3329 OLD LANTERN DRIVE
REDDING, CA 96003",530 222-5633,1986-07-24,6,No,For Profit,,
"HARBOR HEALTH C, INC - DESTINO",05G223,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"13556 DESTINO PLACE
CERRITOS, CA 90703",562 926-5994,1986-02-03,6,No,For Profit,,
TAHOE HOME,05G224,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"790 TAHOE STREET
MANTECA, CA 95337",209 823-6061,1986-09-04,6,No,For Profit,,
"INDEPENDENT OPTIONS, INC - DIAMOND HOUSE",05G230,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"512 DIAMOND ROAD
PLACENTIA, CA 92870",714 996-1754,1986-11-13,6,No,For Profit,,
"INDEPENDENT OPTIONS, INC - STANLEY HOUSE",05G231,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1737 STANLEY AVENUE
PLACENTIA, CA 92870",714 996-1755,1986-11-13,6,No,For Profit,,
"INDEPENDENT OPTIONS, INC - NUTWOOD HOUSE",05G232,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2331 NUTWOOD AVENUE
FULLERTON, CA 92831",714 738-5917,1986-11-13,6,No,For Profit,,
HARBOR HEALTH CARE INC ARKANSAS DIVISION,05G233,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11662 ARKANSAS
ARTESIA, CA 90701",562 924-7941,1987-01-08,6,No,For Profit,,
BURNETTS,05G234,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9045 CARRON DRIVE
PICO RIVERA, CA 90660",562 942-7343,1987-01-26,6,No,Non-Profit,Vol-Risk Invol,2016-12-15
UCP/SCF ICF/DD-N NEWPORT HOUSE,05G237,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11051 SANTA SUSANA PASS RD
CHATSWORTH, CA 91311",818 998-8755,1987-02-05,6,No,Non-Profit,,
UCP LONGO HOUSE,05G238,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11051 OLD SANTA SUSANA PASS ROAD
CHATSWORTH, CA 91311",818 998-8755,1987-02-05,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - WILLOW,05G239,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1987-03-12,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - APPLE,05G241,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1987-03-10,6,No,Non-Profit,,
UCP/SCF ICF/ DDN MAX FACTOR HOUSE,05G242,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"11051 OLD SANTA SUSANA PASS ROAD
CHATSWORTH, CA 91311",818 998-8755,1987-02-05,6,No,For Profit,,
SVS SAN GABRIEL GROUP HOME,05G243,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6858 LA PRESA AVENUE
SAN GABRIEL, CA 91775",626 286-1274,1987-01-09,6,No,Non-Profit,"Vol-Merg, Close",2016-08-19
CASA DEL MAR #4,05G245,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5996 BUTLER ROAD
PENRYN, CA 95663",916 663-1826,1987-02-26,6,No,For Profit,,
"HASSIBAH - TLC, INC",05G246,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"345 SOUTH LOCAN AVENUE
FRESNO, CA 93727",559 252-3968,1987-02-10,6,No,Government,,
MTN SHADOWS COMM HOMES - SPRUCE,05G247,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1987-03-12,6,No,Non-Profit,,
REDWOOD VALLEY,05G249,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"7501 UVA DRIVE
REDWOOD VALLEY, CA 95470",707 485-5168,1987-04-04,6,No,Non-Profit,"Vol-Merg, Close",2014-12-31
UCP/SCF ICFDDH - RANCH HOUSE,05G251,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"13655 WOODCOCK AVENUE
SYLMAR, CA 91342",818 364-2746,1987-01-28,6,No,For Profit,,
CASA SAO JORGE,05G253,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5555 NORTH MAROA
FRESNO, CA 93704",559 435-9096,1987-04-15,6,No,For Profit,,
COLTON HOUSE,05G255,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1467 E COLTON AVE
REDLANDS, CA 92375",909 794-9458,1987-07-08,6,No,For Profit,"Vol-Merg, Close",2016-06-24
MTN SHADOWS COMM HOMES - TANGELO,05G257,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1986-12-15,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - ORANGE,05G259,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1986-12-08,6,No,Non-Profit,,
MTN SHADOWS COMM HOMES - LEMON,05G260,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2067 W EL NORTE PKWY
ESCONDIDO, CA 92026",760 743-3714,1986-12-08,6,No,Non-Profit,,
"LOYD'S LIBERTY HOMES, INC-WOODLAKE HOME",05G262,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4315 WOODLAKE AVENUE
BAKERSFIELD, CA 93309",661 327-3215,1987-05-12,6,No,For Profit,,
MOUNT VERNON GROUP HOME,05G263,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"6964 MT VERNON
LEMON GROVE, CA 91945",619 466-9369,1987-04-08,6,No,Non-Profit,,
"LOYD'S LIBERTY HOMES, INC-PANORAMA HOME",05G266,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"3701 PANORAMA DRIVE
BAKERSFIELD, CA 93306",661 871-6995,1987-03-20,6,No,Non-Profit,,
"LOYD'S LIBERTY HOMES, INC-NEWPORT HOME",05G268,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2518 NEWPORT LANE
BAKERSFIELD, CA 93309",661 833-8099,1987-03-20,6,No,For Profit,,
LARAMIE HOUSE,05G269,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1467 LARAMIE AVENUE
REDLANDS, CA 92375",909 798-9339,1987-04-20,6,No,For Profit,Vol-Other,2016-06-24
WINDMILL VIEW,05G270,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"2349 WINDMILL VIEW
EL CAJON, CA 92020",619 938-2850,1986-10-10,6,No,Government,,
RENEE HOUSE,05G271,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"913 RENEE STREET
REDLANDS, CA 92375",909 555-1212,1987-08-19,6,No,For Profit,Vol-Other,2016-06-24
CONNER RESIDENCE,05G272,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"825 MAGNOLIA AVENUE
CORONA, CA 92879",951 273-7320,1987-10-16,12,No,Non-Profit,,
VALLEY VILLAGE MARLIN HOUSE,05G273,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"22439 MARLIN AVENUE
WEST HILLS, CA 91307",818 587-6313,1987-10-26,6,No,Non-Profit,,
UCP/SCF ICF/DDH - BLEDSOE,05G275,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"14470 BLEDSOE STREET
SYLMAR, CA 91342",818 367-2256,1987-11-25,15,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES-LAKE SUPERIOR,05G276,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9613 LAKE SUPERIOR DRIVE
BAKERSFIELD, CA 93312",661 829-5975,1987-10-29,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES-CHARLEVILLE,05G278,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"5704 CHARLEVILLE LANE
BAKERSFIELD, CA 93312",661 589-6579,1994-12-28,6,No,Non-Profit,,
BETHESDA LUTHERAN COMMUNITIES-PERRIS,05G279,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4513 PERRIS WAY
BAKERSFIELD, CA 93309",661 323-7225,1987-10-29,6,No,Non-Profit,"Vol-Merg, Close",2014-07-29
CASA FLAMENGOS,05G280,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1580 EAST ALMENDRA AVENUE
FRESNO, CA 93710",559 449-9226,1987-06-08,6,No,For Profit,,
PRYOR STREET GROUP HOME,05G283,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"9415 PRYOR STREET
SANTEE, CA 92071",619 449-2928,1987-07-28,6,No,Non-Profit,,
UCP/SCF ICF/DD-N BRADLEY,05G284,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"13290 BRADLEY STREET
SYLMAR, CA 91342",818 362-7687,1987-11-25,15,No,Non-Profit,,
UCP/SCF ICF/DDH - HARBOR,05G285,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"1729 WEST 252ND STREET
LOMITA, CA 90717",310 326-0089,1990-02-01,15,No,Non-Profit,,
"HARBOR HEALTH C, INC - ANTONIO",05G286,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"17746 ANTONIO AVENUE
CERRITOS, CA 90703",562 926-9492,1987-08-24,6,No,For Profit,"Vol-Merg, Close",2017-10-25
BERRYMAN HOUSE,05G290,Intermediate Care Facilities for Individuals with Intellectual Disabilities (ICF/IID),(IX) San Francisco,CA,"4915 BERRYMAN AVENUE
CULVER CITY, CA 90230",310 397-7922,1988-03-22,6,No,Government,,
