clean_owner,HFCISFacilityAddress,HFCISFacilityCity,HFCISFacilityCounty,HFCISFacilityID,HFCISFacilityName,HFCISFacilityZIPCode,HFCISNPINumber,HFCISFacilityProviderNumber,HFCISInitialLicenseDate
"Care Administration &amp; Management Professional,Inc.|Fisher Trust",6777 Amador Valley Boulevard,Dublin,ALAMEDA,020001157,SUNDALE,94568,1578605630,55G241,1998-10-01
National Mentor Healthcare LLC,6800 Columbia Ln,Bakersfield,KERN,120000589,"LOYD'S LIBERTY HOMES, INC. - COLUMBIA LANE",93309,1265648638,55G093,1994-01-12
"Pilar M. De Castro &amp; Co., Inc.",804 N Magnolia Ave,Anaheim,ORANGE,060000963,MAGNOLIA RESIDENTIAL HOME,92801,1316021942,05G456,1990-06-08
"Castles Care Homes, Inc.",1068 Elmhurst Dr,Corona,RIVERSIDE,250001726,ELMHURST HOUSE,92880,1518987049,55G343,1999-09-29
Carcido's Homes. Inc.,8344 Chevalier Way,Stockton,SAN JOAQUIN,100001573,CARCIDO'S ICF/DD-H #4,95210,1063628972,55G254,1998-11-27
The Arc of San Diego,6964 Mount Vernon St,Lemon Grove,SAN DIEGO,090000119,MOUNT VERNON GROUP HOME,91945,1962684795,05G263,1986-10-30
Marcee and Gregory Hirst,11350 Bentley St,Riverside,RIVERSIDE,250001663,BENTLEY HOUSE,92505,1033259767,55G192,1998-02-26
BrightSpring,8368 Verbena Dr,Riverside,RIVERSIDE,250001233,VERBENA HOUSE,92504,1255468641,55G112,1993-06-10
Marna Carli,1269 Kling Ct,Paradise,BUTTE,230000557,THE ALPINE HOME II,95969,1487665550,05G879,1995-06-12
Wanda Kruft,7597 Sable St,Ventura,VENTURA,050001103,HORIZON HOUSE II,93003,1477528289,05G923,1995-07-25
Foothill Care Center,1304 W Durness St,West Covina,LOS ANGELES,960002015,DURNESS HOME,91790,1679794309,55G032,1996-07-02
Home of Guiding Hands Corporation,1712 Milton Manor Dr,El Cajon,SAN DIEGO,090001564,MILTON MANOR DRIVE,92021,1457315806,55G403,2001-09-26
"Independent Options, Inc.",2532 Santa Catalina Dr # 104,Costa Mesa,ORANGE,060000934,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE II",92626,1851463483,05G415,1989-11-13
"Spring Living, Inc.",4132 S Morganfield Ave,West Covina,LOS ANGELES,960001793,STORMHAVEN,91792,1194847459,05G788,1994-02-17
"Berkshire Manor, Inc.",4868 Roundtree Dr,Campbell,SANTA CLARA,070001398,ROUNDTREE HOME,95008,1972653178,55G507,2003-11-04
"Gabriel's Care Homes, Inc.",528 Indiana Street,Woodbridge,SAN JOAQUIN,100001768,WOODBRIDGE ICF,95258,1902072473,55G408,2001-08-01
Redencion A. Lelchuk,27680 Loyola Avenue,Hayward,ALAMEDA,020001198,LOYOLA ICF/DD-H,94545,1235348483,55G336,2000-02-22
"Noia Residential Services, Inc.",1068 E Sierra Ave,Fresno,FRESNO,040000886,CASA FLORES,93710,1740332857,05G772,1994-05-12
"Janet Rios, R.N., Q.M.R.P., Anita Edelman, M.A. Ed",5541 Solari Ranch Road,Stockton,SAN JOAQUIN,100001441,SOLARI RANCH,95215,1659596856,55G012,1996-05-20
BrightSpring,8268 La Almendra Way,Sacramento,SACRAMENTO,100001154,RCCA - LA ALMENDRA,95823,1770610438,05G659,1993-04-08
BrightSpring,509 S Grove Ave,Anaheim,ORANGE,060001578,GROVE STREET HOME,92805,1275669376,55G162,1997-12-19
"Bethesda Lutheran Communities, Inc.",1696 S Helm Ave,Fresno,FRESNO,040000644,BETHESDA LUTHERAN COMMUNITIES - HELM,93727,1417010604,05G503,1991-01-18
"Shirley's Care Home, Inc.",1182 Duvall Court,Stockton,SAN JOAQUIN,630011558,SHIRLEY'S ICF/DD-N #5,95210,1053563536,55G609,2008-03-14
"West LA Support Services, Inc.",1443 S Genesee Ave,Los Angeles,LOS ANGELES,960001619,WEST LA SUPPORT SERVICES HOME #1,90019,,05G676,1993-04-06
"C.L.O., Inc.",24761 Via Larga,Laguna Niguel,ORANGE,060001313,VIA LARGA PLACE,92677,1689714214,05G861,1994-12-29
"New Way Services, Inc.",92 Lozoya Way,Oakley,CONTRA COSTA,140001330,NEW WAY ICF/DD-N #N3,94561,1447380357,05G719,
"Robilyn Guest Home, Inc.",22237 Catskill Ave,Carson,LOS ANGELES,960002170,ROBILYN'S GUEST HOME,90745,1275749715,55G232,1998-02-03
The Arc of San Diego,329a D St,Chula Vista,SAN DIEGO,090000139,SWEDELIUS GROUP HOME,91910,1114109949,05G760,
"T.E.R.I., Inc.",2507 Hibiscus Ave,Vista,SAN DIEGO,090000093,GRACE HOUSE,92081,1962488007,05G170,
"JANET'S ENTERPRISE, INC.",11451 Acacia St,Loma Linda,SAN BERNARDINO,240000124,BUCHANAN HOUSE,92354,1821635376,05G104,1984-02-10
Florencia  Pilpa,1507 N Avenue 47,Los Angeles,LOS ANGELES,960001926,TEMPLE GARDEN HOMES NO. 2 - ICF/DD-N,90042,1699813402,55G150,1996-11-21
Carcido's Homes. Inc.,1905 Amberwood Court,Stockton,SAN JOAQUIN,100001800,J & M'S ICF/DDH HOME,95207,1992912513,55G492,2003-09-16
Peppermint Ridge,825 Magnolia Ave,Corona,RIVERSIDE,250000117,DEL PARK MANOR,92879,1083827109,05G066,1982-12-10
Tupaz Homes LLC,14926 Union Ave,San Jose,SANTA CLARA,070000527,TUPAZ HOME #2,95124,1114138476,55G747,1991-12-30
TLC Homes LLC,5166 Sutherland Drive,Concord,CONTRA COSTA,140001326,SUTHERLAND HOUSE,94521,1528121118,05G520,2003-04-24
United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,960000858,UCP/SCF ICF/DD-N OLTON HOUSE,91311,1467604959,05G368,1989-06-14
"Buruga, Gabriel E. And Lavinia A.",1825 W Cris Ave,Anaheim,ORANGE,060001305,RAINBOW HOUSE ICF/DD-H,92804,1356560080,55G279,1998-11-02
"A and F Care Services, Inc.",3617 Pacific Blvd,San Mateo,SAN MATEO,630011958,PACIFIC HOME ICF/DD-N,94403,1588805956,55G642,2009-09-02
Allen-Cox Family Homes,3831 N Brix Ave,Fresno,FRESNO,040001106,ALLEN-COX FAMILY HOME IV,93722,1467667998,55G126,1996-07-16
Jonbec Care Incorporated,840 E Pioneer Ave,Redlands,SAN BERNARDINO,240000132,PIONEER HOUSE,92374,1124168711,05G416,1989-11-07
Peppermint Ridge,4045 Castle Pines Way,Corona,RIVERSIDE,250001655,VILLA VADNAIS,92883,1568674703,55G155,1997-10-15
The Arc of San Diego,9075 Creekford Dr,Lakeside,SAN DIEGO,090000085,CREEKFORD,92040,1730361569,05G852,1984-11-01
Jmar Homes Incorporated,4613 San Miguel Way,Bakersfield,KERN,120001253,SAN MIGUEL HOME,93306,1215118484,55G187,1997-12-16
"Bright Expectations, Inc.",7256 Linares Ave,Riverside,RIVERSIDE,250001710,LINARES DIVISION,92509,1881869816,55G273,1999-03-02
Home of Guiding Hands Corporation,10471 Susie Pl,Santee,SAN DIEGO,090000969,EHLY HOUSE,92071,1114988912,05G565,1992-03-11
National Mentor Healthcare LLC,1733 Augusta Ln,Atwater,MERCED,040000605,"LOYD'S LIBERTY HOMES, INC. -  AUGUSTA",95301,1518147636,05G453,1990-04-06
Terra Bella Communities,1010 San Miguel St,Gilroy,SANTA CLARA,070000989,SAN MIGUEL HOUSE,95020,1285801241,55G085,1997-01-06
Mountain Shadows Support Group,2067 W El Norte Pkwy,Escondido,SAN DIEGO,090000314,MOUNTAIN SHADOWS COMMUNITY  HOMES - WILLOW,92026,1922123181,05G239,
American Star Home,5102 Sims Mountain Court,Antioch,CONTRA COSTA,140001371,AMERICAN STAR HOME II,94531,1629102710,55G497,2004-07-02
"Heritage Estates, Inc.",790 Tahoe Street,Manteca,SAN JOAQUIN,100000495,TAHOE HOME,95337,1629263231,05G224,1986-09-04
Carcido's Homes. Inc.,2721 Jimenez Way,Stockton,SAN JOAQUIN,100001457,CARCIDO'S ICF/DD-H #3,95209,1568679223,55G049,1996-09-20
"Model Residential Home, Inc.",2227 Laverna Ave,Los Angeles,LOS ANGELES,960002218,LAVERNA GUEST HOME,90041,1073721288,55G224,1998-01-13
"Independent Options, Inc.",1250 Orange Ave,Beaumont,RIVERSIDE,250001747,"INDEPENDENT OPTIONS, INC./ORANGE HOUSE",92223,1851463483,55G361,2000-07-29
BrightSpring,1130 Lauriston Dr,San Diego,SAN DIEGO,630010888,LAURISTON DRIVE,92154,1881820207,55G586,2007-10-03
"Exceptional Children's Foundation|Valverde, Inc.",7600 Vanalden Ave,Reseda,LOS ANGELES,960002849,VALVERDE,91335,1659499945,55G503,2004-04-30
"Bay Horizon, Inc.",1433 Dakota Ave,San Mateo,SAN MATEO,220000968,DAKOTA ICF/DD-H,94401,1619174513,55G268,1997-12-16
Jonbec Care Incorporated,35388 Fir Ave,Yucaipa,SAN BERNARDINO,240000688,WINDSOR HOUSE,92399,1588704084,05G339,1988-12-19
Valley Village,6542 Baird Ave,Reseda,LOS ANGELES,960001273,VALLEY VILLAGE BAIRD HOUSE,91335,1639220163,05G507,
BrightSpring,336 Markway Ln,Pomona,LOS ANGELES,960001789,MARKWAY HOUSE,91767,1144356098,55G700,1994-04-11
MITCHELL HOMES INCORPORATED,207 W Eucalyptus St,Ojai,VENTURA,050000708,MITCHELL HOME - EUCALYPTUS,93023,1801079058,05G656,1993-02-04
BrightSpring,581 Blaisdell Dr,Claremont,LOS ANGELES,960002326,BLAISDELL HOME,91711,1184751497,55G288,1999-05-13
Najay Service Corporation,24961 Otis Dr,Moreno Valley,RIVERSIDE,250000592,NEW IDEALS/OTIS HOUSE,92553,1306921713,05G480,1990-11-13
"Cachuela ICF/DD-N Home, Inc.",1721 N Greengrove St,Orange,ORANGE,060001450,CACHUELA ICF/DD-N HOME,92865,1376639609,55G014,1996-06-12
Sue Allen - Terry Spees,6391 N Del Mar Ave,Fresno,FRESNO,040001203,ALLEN-SPEES FAMILY HOME II,93704,1346392412,55G117,1997-07-25
Mountain Shadows Support Group,600 Rose Ct,San Marcos,SAN DIEGO,090001342,MOUNTAIN SHADOWS COMMUNITY HOMES - ELM,92069,1003931262,55G000,1996-05-28
United Care Residential Inc,8608 Parrot Avenue,Downey,LOS ANGELES,630015960,PARROT HOUSE,90240,,,2017-03-23
BrightSpring,26219 Edgemont Dr,Highland,SAN BERNARDINO,240001021,EDGEMONT HOUSE,92346,1508993874,05G559,1991-11-15
"JANET'S ENTERPRISE, INC.",10324 Ring Ave,Rancho Cucamonga,SAN BERNARDINO,240001471,KINGSTON HOUSE,91737,1295373389,05G997,1996-03-07
"Gabriel's Care Homes, Inc.",2216 Alpine Drive,Lodi,SAN JOAQUIN,100001617,ALPINE ICF,95240,1013183581,55G296,1999-07-06
"Robilyn Guest Home, Inc.",555 W San Jose Ave,Claremont,LOS ANGELES,960000966,ROBILYN GUEST HOME IV,91711,1558472019,05G190,1991-12-12
"Msm &amp; Associates, Inc.",6467 California Ave,Long Beach,LOS ANGELES,960002058,BEST CARE HOME II,90805,1417132317,55G102,1996-11-04
Gateway Center of Monterey County Inc.,854 Congress Ave,Pacific Grove,MONTEREY,630012933,GATEWAY CENTER ICF1,93950,1457652885,55G666,2011-04-28
Gary Green,65 Tom Polk Cir,Chico,BUTTE,230000633,NOVA DEVELOPMENTAL CENTERS-TOM POLK HOUSE,95973,1316911886,55G083,1997-02-18
"Jan &amp; Gail's Care Homes, Inc.",134 N Santa Clara St,Tulare,TULARE,120001547,JAN & GAIL'S CARE HOME #1,93274,1124178983,55G177,1997-11-21
"Harris Care Centers, Inc.",1327 W Malboro Ave,Anaheim,ORANGE,060000083,MALBORO HOME,92801,1285722876,05G131,1984-08-31
"L&amp;N, Inc.",2627 Perlita Court,Hayward,ALAMEDA,020001272,PERLITA HOUSE,94541,1083825657,55G466,2002-11-21
CA Department Of Developmental Services,26501 Avenue 140,Porterville,TULARE,170001878,PORTERVILLE DEVELOPMENTAL CENTER D/P ICFDD,93257,1588615835,05G014,
MJV HEALTH CARE CORPORATION,1474 N 5th St,Port Hueneme,VENTURA,050001158,OUR LADY OF GUADALUPE HOME,93041,1447224381,55G103,1996-10-30
The H.E.L.P. Group - Project Six,16102 Acre St,North Hills,LOS ANGELES,960001818,ACRE,91343,1861617169,55G178,1995-05-15
"North Valley Developmental Services, Inc.",1974 Cirrus St,Redding,SHASTA,230000760,NVDS- CIRRUS HOUSE,96002,1841688488,55G415,2001-11-13
BrightSpring,3315 Green Park Lane,Carmichael,SACRAMENTO,100001482,RCCA - GREEN PARK,95608,1477689396,55G101,1996-12-20
Tupaz Homes LLC,1602 Orchard View Dr,San Jose,SANTA CLARA,070000726,TUPAZ HOME #9,95124,1003027491,55G754,1992-01-13
"New Providence Care, Inc.",1342 Paseo Encinas,San Dimas,LOS ANGELES,630015921,NEW PROVIDENCE CARE,91773,1639571599,55G775,2018-03-06
Valley Village,10116 Cozycroft Ave,Chatsworth,LOS ANGELES,960001770,VALLEY VILLAGE COZYCROFT HOUSE,91311,1598817355,05G389,1994-04-05
"Independent Options, Inc.",23938 Palomino Dr,Diamond Bar,LOS ANGELES,960000927,PALOMINO HOUSE,91765,1851463483,05G438,1989-01-03
Julie And Vern Davidson ,48 Sun Valley Ct,Merced,MERCED,040001079,DAVIDSON ADULT HOME/SUN VALLEY COURT,95348,1841487550,55G056,1997-02-04
The Arc of San Diego,368 Corte Maria Ave,Chula Vista,SAN DIEGO,090000729,CORTE MARIA HOUSE,91910,1578745303,05G336,1988-11-29
Terra Bella Communities,237 Shadowrun Ct,Redding,SHASTA,230000737,SHADOWRUN HOUSE,96003,1588830657,55G417,2000-05-01
Mouri Management Group Incorporated,394 Gridley St,San Jose,SANTA CLARA,070001025,SHINRAI-GRIDLEY,95127,1245380146,55G373,1998-02-25
"DWC HOME CARE, INC",15340 Manzanares Rd,La Mirada,LOS ANGELES,960002760,DWC HOME CARE,90638,1710029541,55G484,2003-03-24
Green Heights Health Care,620 Linden Drive,Oxnard,VENTURA,630016527,ST. THERESE HOME,93033,1063896462,55G782,2019-09-11
Dumolin Service Corporation,4347 Mayette Ave,Santa Rosa,SONOMA,010000487,MAYETTE HOUSE,95405,1902839962,05G381,1989-06-29
Industry Convalescent Hospital,555 El Encanto Rd,City Of Industry,LOS ANGELES,960001459,EL ENCANTO HEALTHCARE & HABILIATION CTR D/P ICFDD,91745,1205839081,05G031,
Wanda Kruft,2170 Ermine Ave,Ventura,VENTURA,050001041,HORIZON HOUSE I,93003,1265409049,05G873,1995-03-09
Zarahemla Incorporated,2816 Marco Ct,La Verne,LOS ANGELES,630013954,AARON HOME,91750,1699848309,55G692,2012-09-20
United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,960000869,UCP/SCF ICF/DD-N WENDT HOUSE,91311,1548412034,05G387,1989-06-15
"Therapeutic Living Centers for the Blind, Inc.",17026 Rinaldi St,Granada Hills,LOS ANGELES,960001794,TLC - RINALDI HOUSE,91344,1699984484,05G822,1994-07-20
"Independent Options, Inc.","2532 Santa Catalina Dr, Suite 101",Costa Mesa,ORANGE,060000933,"INDEPENDENT OPTIONS, INC. HARBOR VILLAGE I",92626,1851463483,05G425,1989-11-13
"Alpha Residential, Inc.",1760 Buchanan Dr,Pomona,LOS ANGELES,630012580,GROVE HOUSE,91767,1609104769,55G660,2010-09-10
"L&amp;N, Inc.",1211 Radcliff Lane,Hayward,ALAMEDA,630009266,RADCLIFF HOME ICF/DD-N,94545,1558569178,55G562,2006-06-01
"Canyon Homes, Inc.",11110 Langmuir Ave,Sunland,LOS ANGELES,960002291,CANYON HOME III,91040,1669527941,55G381,1998-08-17
"Salem Christian Homes, Inc.",708 Manzanita Ct,Ontario,SAN BERNARDINO,240001712,MANZANITA HOME,91762,1982862132,55G317,1999-12-30
Costin and Angela Niculescu,4118 Phoenix St,Concord,CONTRA COSTA,140001340,HAPPY VALLEY #3,94521,1265567333,55G062,1996-11-19
Seykat Corporation,1164 Crystal Ln,El Cajon,SAN DIEGO,090001471,KASEY'S HOME,92020,1639392079,55G227,1998-10-09
"Great Expectations Services, Inc.",822 Granada Dr,Vista,SAN DIEGO,630011528,HAYDEN HOME,92083,1245400670,55G593,2007-12-07
"Castles Care Homes, Inc.",1671 El Paso Dr,Norco,RIVERSIDE,250001776,NOREL HOUSE,92860,1346499753,55G453,2002-08-22
MCLENNAN AVENUE HOME,12325 Mclennan Ave,Granada Hills,LOS ANGELES,630018135,MCLENNAN AVENUE HOME,91344,1629560263,,2019-12-19
Slow Sculpture,4520 Badger Rd,Santa Rosa,SONOMA,010000822,BADGER CREEK,95409,1124192364,55G066,1997-02-10
Valley Village,12769 Gladstone Ave,Sylmar,LOS ANGELES,960001956,VALLEY VILLAGE GLADSTONE HOUSE,91342,1851442610,05G962,1995-11-29
"Sevbenoa, Inc.",1244 Scoville Ave,Pomona,LOS ANGELES,630011744,SCOVILLE VILLA,91767,1164682829,55G634,2008-12-18
"T.E.R.I., Inc.",1658 Anza Ave,Vista,SAN DIEGO,630013779,SUSAN PARHAM HOUSING CORPORATION,92084,1093137762,55G703,2013-07-18
"BRITTANY'S PLACE, INC.",1217 W 101st St,Los Angeles,LOS ANGELES,630014229,BRITTANY'S PLACE,90044,1992921571,55G699,2013-06-07
"New Way Services, Inc.",4109 Null Drive,Antioch,CONTRA COSTA,140001356,NULL DRIVE ICF/DD-H,94509,1316092729,55G435,2003-05-02
"Provident Health Care, Inc.",1238 Catalina Dr,Merced,MERCED,630011928,PROVIDENT HEALTH CARE,95348,1982853131,55G645,2009-04-28
EPIPHANY CARE HOMES INC,1621 Sophia Drive,Oxnard,VENTURA,050000611,SANDPIPER HOME,93030,1194852988,05G554,1991-10-10
"LRC Homes, Inc.",24531 Artemia Ave,Mission Viejo,ORANGE,060001375,ARTEMIA HOUSE,92691,1588730881,55G075,1995-06-19
"Pilar M. De Castro &amp; Co., Inc.",2100 Carol Dr,Fullerton,ORANGE,060001660,CHERUB HOME,92833,1316021942,55G318,2000-01-12
National Mentor Healthcare LLC,775 Columbia Ave,Merced,MERCED,040001033,"LOYD'S LIBERTY HOMES, INC. - COLUMBIA NORTH",95340,1700069721,05G970,1996-04-12
Ability Pathways Incorporated,8712 Norris Ave,Sun Valley,LOS ANGELES,960002403,NORRIS DIVISION,91352,1285762278,55G312,1999-02-25
"Juceda, LLC",15906 E Ballentine Pl,Covina,LOS ANGELES,630013503,BALLENTINE HOME,91722,1801167630,55G694,2012-04-12
Jonbec Care Incorporated,"12000 Peach Tree Rd, Unit 1",Yucaipa,SAN BERNARDINO,240000904,HILLSIDE HOUSE,92399,1871634451,05G495,1991-01-23
Elena Dumitrescu,1162 Merritt Ln,Hayward,ALAMEDA,020001146,ELENA'S ICF/DD-H #3,94545,1912063637,55G196,1998-03-11
"Right Start Services, Inc.",2032 Kehoe Ave,San Mateo,SAN MATEO,630014045,THOMAS HOME,94403,1043559974,55G707,2013-06-21
Amreen Homes Inc.,13873 Oakwood Glen Place,Valley Center,SAN DIEGO,630013295,AMREEN HOME,92082,1700160405,55G710,2014-02-03
New Horizons: Serving Individuals with Special Needs,"15746a Parthenia St,  A",North Hills,LOS ANGELES,960001413,NEW HORIZONS A,91343,1306065511,55G197,1992-01-10
"Casa Health Care, Inc.",1397 N 1st Ave,Upland,SAN BERNARDINO,240001753,CASA #2,91786,1790953156,55G339,2000-06-22
"Harbor Health Care, Inc.",9630 Rose St,Bellflower,LOS ANGELES,960001043,PHOENIX DIVISION,90706,1386772689,05G396,1989-09-19
"Quality Care Center, Inc.",9580 Stanwin Ave,Arleta,LOS ANGELES,960002842,STANWIN HOME,91331,1356559561,55G504,2004-04-16
Jonbec Care Incorporated,22130 Mavis St,Grand Terrace,SAN BERNARDINO,240001092,MAVIS DIVISION,92313,1447397120,05G622,1992-10-13
BrightSpring,5979 Harps Ct,San Diego,SAN DIEGO,630011640,HARPS COURT,92114,1477789832,55G622,2008-12-30
"North Valley Developmental Services, Inc.",1476 Oak Mesa Ln,Redding,SHASTA,230000680,NVDS- OAK MESA,96003,1235527193,55G549,1998-07-10
"Developmental Client Care Industries, Inc.",24675 Bay Ave,Moreno Valley,RIVERSIDE,250000576,BAY HOUSE,92553,1093864944,05G421,1989-10-04
Mountain Shadows Support Group,7719 Joshua Road,Jurupa Valley,RIVERSIDE,630016869,MOUNTAIN SHADOWS SPECIAL KIDS HOMES-JOSHUA,92509,1932563194,55G757,2017-05-16
Home of Guiding Hands Corporation,1401 Lemon Ave,El Cajon,SAN DIEGO,090000108,GROSSMONT HEALTHCARE HOME,92020,1043275373,05G061,
Valley Village,8033 Matilija Ave,Panorama City,LOS ANGELES,960001444,VALLEY VILLAGE LANARK HOUSE,91402,1447301213,55G244,1993-03-01
Milestones Of Development Inc.,150 Hillview Dr,Vallejo,SOLANO,010000160,MILESTONES OF DEVELOPMENT #1,94591,1447467592,05G089,1983-05-03
Ability Pathways Incorporated,1886 S Lilac Ct,Loma Linda,SAN BERNARDINO,240001840,LILAC DIVISION,92354,1154596724,55G385,2001-05-02
"Developmental Client Care Industries, Inc.",12728 Gorham St,Moreno Valley,RIVERSIDE,250001465,GORHAM HOUSE,92553,1174672265,05G981,1996-03-08
"C &amp; R Guest Homes, Inc.",5581 Monticello Ave,Buena Park,ORANGE,630011142,MONTICELLO HOME,90621,1083859094,55G617,2007-10-09
Eugenio Reyes,3261 W. Sargent Road,Lodi,SAN JOAQUIN,630011841,SARGENT CARE HOME,95242,1619132198,55G646,2008-11-12
"Bethesda Lutheran Communities, Inc.",1958 W San Lucia Ave,Porterville,TULARE,120001433,BETHESDA LUTHERAN COMMUNITIES - SAN LUCIA,93257,1417010604,05G193,
"Elizabeth G. Santos, Inc.",6161 San Rafael Dr,Buena Park,ORANGE,060001709,ELIZABETH HOMES - SAN RAFAEL,90620,1437241692,55G348,2000-07-20
"Independent Options, Inc.",4736 Horseshoe Ln,Riverside,RIVERSIDE,250000761,HORSESHOE HOUSE,92509,1851463483,05G406,1989-10-16
Jonbec Care Incorporated,1835 E Citrus Ave,Redlands,SAN BERNARDINO,240000617,KENDALL HOUSE,92374,1497895965,05G466,1988-06-13
"North Valley Developmental Services, Inc.",1485 Harpole Rd,Redding,SHASTA,230000497,"NVDS, INC - HARPOLE HOUSE",96002,1962476432,05G742,1994-02-02
CA Department Of Developmental Services,69696 Ramon Rd,Cathedral City,RIVERSIDE,170001776,CANYON SPRINGS,92234,1730130097,55G471,2000-12-04
Mouri Management Group Incorporated,5601 Croydon Ave,San Jose,SANTA CLARA,070001106,SHINRAI - CROYDON,95118,1205987864,55G331,2000-03-06
ARNoN LLC,8410 Springford Dr,Sun Valley,LOS ANGELES,630014086,SPRINGFORD HOME,91352,1073868279,55G709,2013-07-29
Virginia Raso,19815 Arminta St,Winnetka,LOS ANGELES,960002356,SUNBURST CARE CENTER - WINNETKA,91306,1639387731,55G265,1999-01-29
Tupaz Homes LLC,3456 Calvin Ave,San Jose,SANTA CLARA,070000890,TUPAZ HOME #5,95124,1962613422,55G750,1994-12-02
"Serra Residential Center, Inc.",5007 Valpey Park Avenue,Fremont,ALAMEDA,020000813,SERRA CENTER VALPEY PARK HOUSE,94538,1952447765,55G420,1992-06-22
Ability Pathways Incorporated,2489 Mesa Terrace,Upland,SAN BERNARDINO,240001682,MESA TERRACE DIVISION,91784,1043348238,55G213,1998-07-20
"Noia Residential Services, Inc.",1173 W Sierra Ave,Fresno,FRESNO,040000823,CASA SAO MIGUEL,93711,1922151521,05G688,1993-06-30
"Antelope Hills Manor ICF-DDN, Inc.",5355 Klamath Drive,Sacramento,SACRAMENTO,630003201,KLAMATH HOME ICF DD-N,95842,1205002904,55G534,2005-08-26
United Cerebral Palsy/Spastic Children's Foundation of Los Angeles & VTA,11051 Old Santa Susana Pass Rd,Chatsworth,LOS ANGELES,960000900,UCP/SCF ICF/DD-N MAX FACTOR HOUSE,91311,1003068594,05G242,1986-12-12
BrightSpring,22840 Van Buren Street,Grand Terrace,SAN BERNARDINO,240000969,VAN BUREN HOME,92313,1831225762,05G533,1991-04-29
Ability Pathways Incorporated,1890 W Arrow Rte,Upland,SAN BERNARDINO,630011857,CONNIE MAE DIVISION,91786,1871741082,55G638,2009-06-22
BrightSpring,1447 E 15th St,Upland,SAN BERNARDINO,240001155,FIFTEENTH STREET HOUSE,91786,1558497404,05G641,1993-01-18
Ability Pathways Incorporated,1463 N Albright Ave,Upland,SAN BERNARDINO,240001856,GIBBS DIVISION,91786,1417085499,55G397,2001-09-24
"Woodlawn Park, Inc",3898 Woodlawn Ave,Lynwood,LOS ANGELES,630013539,"WOODLAWN PARK, INC.",90262,1457490120,55G675,2011-12-29
BrightSpring,5956 Butler Road,Penryn,PLACER,100000522,CASA DEL MAR #3,95663,1104953371,05G801,1987-12-27
BrightSpring,7893 Farnell Way,Sacramento,SACRAMENTO,100001299,RCCA - FARNELL,95823,1083741136,05G850,1995-01-31
P &amp; J Homes LLC,7683 Heather Cir,Buena Park,ORANGE,630014993,LOGAN'S HOME,90620,,55G720,2014-12-22
United Care Homes,15924 Glazebrook Dr,La Mirada,LOS ANGELES,960001096,PURE JOY #1,90638,1992993786,05G428,1990-02-23
BrightSpring,1805 Ionian St,San Diego,SAN DIEGO,630010895,IONIAN STREET,92154,1972739399,55G575,2007-05-10
"Promising Futures, Inc.",12960 Ha Hana Rd,Lakeside,SAN DIEGO,090001261,"PROMISING FUTURES, INC. - HILLSIDE",92040,1114124849,05G905,1995-10-10
"ECP Homes, Inc.",207 N Bel Air St,Anaheim,ORANGE,060002282,TRI-ELIZABETH HOMES IV,92801,1205857315,55G521,2005-01-31
Merced Health Care Incorporated,1331 Riverside Ct,Merced,MERCED,630014458,PROVIDENT HEALTH CARE - RIVERSIDE HOME,95348,1801233259,55G708,2013-12-27
"Lesmoni, Inc.",2215 Field Street,Antioch,CONTRA COSTA,630016936,FIELD HOUSE ICF/DDH,94531,1033662218,55G769,2017-10-13
"C &amp; R Guest Homes, Inc.",2423 W Crescent Ave,Anaheim,ORANGE,630012563,CRESCENT HOME,92801,1881926806,55G658,2010-06-29
Dumolin Service Corporation,1450 Velma Ave,Santa Rosa,SONOMA,010000480,VELMA HOUSE,95403,1902839962,05G429,1990-02-27
"JANET'S ENTERPRISE, INC.",7380 Cartilla Ave,Rancho Cucamonga,SAN BERNARDINO,240000676,MONTEREY HOUSE,91730,1366080459,05G409,1988-11-01
Home of Guiding Hands Corporation,1414 Bermuda Ln,El Cajon,SAN DIEGO,090001580,BERMUDA LANE,92021,1174588677,55G438,2002-07-31
C.F.B. Inc.,1831 Canby Rd,Redding,SHASTA,230000049,HOME HEALTH SERVICES,96002,1386859478,05G968,1985-07-22
Redencion A. Lelchuk,27495 Bahama Avenue,Hayward,ALAMEDA,020000960,BAHAMA HOME ICF/DDH,94545,1841330065,05G933,1994-12-17
National Mentor Healthcare LLC,5493 N Feland Ave,Fresno,FRESNO,040000842,"LOYD'S LIBERTY HOMES, INC. - LIBERTY HOME",93711,1811103278,05G685,1993-06-23
Pate &amp; Ingram Homes,2303 W 116th St,Hawthorne,LOS ANGELES,960002360,PATE & INGRAM HOME II,90250,1700094927,55G253,1999-01-28
EPIPHANY CARE HOMES INC,546 Central Avenue,Fillmore,VENTURA,050001333,WINTER HAVEN HOME ICF/DD-H,93015,1669610267,55G327,2000-04-18
BrightSpring,1011 Magnolia Dr,Arroyo Grande,SAN LUIS OBISPO,050000871,MAGNOLIA COMMUNITY HOME,93420,1568598969,05G716,1993-08-19
